Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Rk_x_Age,Rk_x_G,Rk_x_GS,Rk_x_MP,Age_x_G,Age_x_GS,Age_x_MP,G_x_GS,G_x_MP,pca_1,pca_2,pca_3,pca_4,pca_5
381.0,Royce O'Neale,SF,30.0,TOT,79.0,14.0,24.7,2.7,6.8,0.397,2.0,5.3,0.37,0.7,1.5,0.496,0.542,0.3,0.4,0.686,0.8,4.0,4.8,2.8,0.7,0.6,0.9,2.2,7.7,11430.0,30099.0,5334.0,9410.699999999999,2370.0,420.0,741.0,1106.0,1951.3,,,,,
381.0,Royce O'Neale,SF,30.0,BRK,49.0,6.0,24.5,2.6,6.6,0.388,2.0,5.4,0.366,0.6,1.2,0.483,0.537,0.3,0.4,0.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,11430.0,18669.0,2286.0,9334.5,1470.0,180.0,735.0,294.0,1200.5,,,,,
381.0,Royce O'Neale,SF,30.0,PHO,30.0,8.0,25.1,2.9,7.1,0.411,2.0,5.2,0.376,1.0,1.9,0.509,0.549,0.3,0.4,0.692,0.7,4.5,5.2,2.7,0.9,0.5,0.7,1.8,8.1,11430.0,11430.0,3048.0,9563.1,900.0,240.0,753.0,240.0,753.0,,,,,
382.0,Chuma Okeke,SF,25.0,ORL,47.0,8.0,9.2,0.9,2.4,0.357,0.5,1.7,0.28,0.4,0.6,0.567,0.46,0.1,0.1,0.571,0.4,1.3,1.7,0.4,0.2,0.1,0.3,0.4,2.3,9550.0,17954.0,3056.0,3514.3999999999996,1175.0,200.0,229.99999999999997,376.0,432.4,,,,,
383.0,Josh Okogie,SG,25.0,PHO,60.0,11.0,16.0,1.4,3.4,0.417,0.5,1.6,0.309,1.0,1.9,0.509,0.488,1.3,1.7,0.745,1.2,1.3,2.6,1.1,0.8,0.4,0.6,1.1,4.6,9575.0,22980.0,4213.0,6128.0,1500.0,275.0,400.0,660.0,960.0,,,,,
385.0,Isaac Okoro,SF,23.0,CLE,69.0,42.0,27.3,3.4,7.0,0.49,1.2,3.1,0.391,2.2,3.8,0.57,0.577,1.3,2.0,0.679,1.0,2.0,3.0,1.9,0.8,0.5,0.8,2.0,9.4,8855.0,26565.0,16170.0,10510.5,1587.0,966.0,627.9,2898.0,1883.7,,,,,
387.0,Eugene Omoruyi,SF,26.0,WAS,43.0,0.0,9.1,1.9,3.9,0.485,0.3,1.1,0.283,1.6,2.8,0.562,0.524,0.7,1.1,0.653,0.8,1.2,2.0,0.8,0.6,0.1,0.5,1.4,4.8,10062.0,16641.0,0.0,3521.7,1118.0,0.0,236.6,0.0,391.3,,,,,
388.0,Cedi Osman,SF,28.0,SAS,72.0,3.0,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,10864.0,27936.0,1164.0,6828.8,2016.0,84.0,492.80000000000007,216.0,1267.2,,,,,
391.0,Cameron Payne,PG,29.0,TOT,78.0,10.0,16.7,2.7,6.2,0.432,1.3,3.4,0.39,1.3,2.7,0.486,0.541,0.7,0.9,0.866,0.3,1.2,1.5,2.6,0.5,0.1,0.8,1.6,7.4,11339.0,30498.0,3910.0,6529.7,2262.0,290.0,484.29999999999995,780.0,1302.6,,,,,
391.0,Cameron Payne,PG,29.0,MIL,47.0,2.0,14.9,2.1,4.7,0.455,1.1,2.8,0.397,1.0,1.9,0.538,0.572,0.8,0.9,0.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,11339.0,18377.0,782.0,5825.900000000001,1363.0,58.0,432.1,94.0,700.3000000000001,,,,,
